,Date,Event_ID,Duration,Volume,WaterClassify,EventFlowRate,meterNumber,gw,CustomerId,Month,Leak,Building Type,Square Footage,Year constructed,Climate region,Number of workers
182,2023-06-07 08:02:59,182,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
183,2023-06-07 08:16:31,183,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
184,2023-06-07 08:27:21,184,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
185,2023-06-07 08:42:14,185,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
186,2023-06-07 09:13:43,186,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
187,2023-06-07 09:21:20,187,0.88017405,7.921875,MedCon,9.00035056,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
188,2023-06-07 10:08:27,188,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
189,2023-06-07 10:41:15,189,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
190,2023-06-07 14:57:46,190,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
191,2023-06-07 15:21:31,191,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
192,2023-06-07 16:11:01,192,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
193,2023-06-07 17:24:27,193,2.066986778,7.921875,MedCon,3.832571686,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
194,2023-06-07 19:32:19,194,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
195,2023-06-07 19:42:15,195,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
196,2023-06-07 21:30:41,196,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
197,2023-06-07 22:12:10,197,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
198,2023-06-07 22:19:03,198,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
199,2023-06-07 22:35:12,199,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
200,2023-06-08 02:01:10,200,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
201,2023-06-08 02:25:58,201,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
202,2023-06-08 03:27:57,202,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
203,2023-06-08 07:40:30,203,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
204,2023-06-08 08:31:14,204,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
205,2023-06-08 08:31:18,205,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
206,2023-06-08 08:40:26,206,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
207,2023-06-08 08:46:46,207,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
208,2023-06-08 08:53:08,208,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
209,2023-06-08 09:02:48,209,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
210,2023-06-08 09:31:54,210,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
211,2023-06-08 09:40:30,211,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
212,2023-06-08 09:57:52,212,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
213,2023-06-08 10:18:02,213,7.09743368,0.265625,LowCon,0.037425499,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
214,2023-06-08 10:32:49,214,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
215,2023-06-08 10:46:25,215,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
216,2023-06-08 11:06:22,216,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
217,2023-06-08 11:33:30,217,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
218,2023-06-08 11:49:30,218,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
219,2023-06-08 12:08:08,219,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
220,2023-06-08 12:26:43,220,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
221,2023-06-08 12:54:11,221,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
222,2023-06-08 13:32:45,222,0,0.2578125,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
223,2023-06-08 13:51:31,223,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
224,2023-06-08 13:57:38,224,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
225,2023-06-08 14:23:43,225,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
226,2023-06-08 14:44:04,226,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
227,2023-06-08 15:21:31,227,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
228,2023-06-08 15:36:41,228,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
229,2023-06-08 15:46:49,229,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
230,2023-06-08 16:08:30,230,0,1.8515625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
231,2023-06-08 17:20:44,231,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
232,2023-06-08 22:25:31,232,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
233,2023-06-08 23:27:07,233,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
234,2023-06-09 07:30:02,234,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
235,2023-06-09 09:31:46,235,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
236,2023-06-09 11:02:23,236,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
237,2023-06-09 16:03:02,237,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
238,2023-06-09 16:23:13,238,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
239,2023-06-09 19:52:29,239,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
240,2023-06-09 19:59:07,240,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
241,2023-06-09 21:06:30,241,0,0.2578125,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
242,2023-06-10 01:00:22,242,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
243,2023-06-10 14:01:59,243,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
244,2023-06-10 14:17:52,244,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
245,2023-06-10 14:55:38,245,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
246,2023-06-10 18:33:30,246,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
247,2023-06-10 23:42:28,247,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
248,2023-06-11 08:33:31,248,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
249,2023-06-11 09:00:44,249,7.181926844,0.265625,LowCon,0.0369852,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
250,2023-06-11 09:25:01,250,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
251,2023-06-11 11:13:30,251,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
252,2023-06-11 11:21:13,252,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
253,2023-06-11 12:32:11,253,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
254,2023-06-11 12:51:13,254,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
255,2023-06-11 13:12:46,255,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
256,2023-06-11 15:07:24,256,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
257,2023-06-11 18:11:54,257,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
258,2023-06-11 19:03:56,258,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
259,2023-06-11 19:10:36,259,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
260,2023-06-11 22:12:57,260,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
261,2023-06-12 02:32:22,261,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
262,2023-06-12 07:18:35,262,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
263,2023-06-12 07:50:11,263,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
264,2023-06-12 10:21:32,264,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
265,2023-06-12 10:35:03,265,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
266,2023-06-12 11:08:42,266,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
267,2023-06-12 11:47:38,267,5.857105141,0.265625,LowCon,0.045350902,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
268,2023-06-12 11:57:02,268,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
269,2023-06-12 12:28:05,269,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
270,2023-06-12 12:34:10,270,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
271,2023-06-12 12:53:58,271,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
272,2023-06-12 13:00:53,272,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
273,2023-06-12 13:46:58,273,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
274,2023-06-12 14:15:23,274,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
275,2023-06-12 15:04:26,275,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
276,2023-06-12 15:10:45,276,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
277,2023-06-12 19:37:49,277,0,0.2578125,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
278,2023-06-13 09:35:18,278,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
279,2023-06-13 09:39:14,279,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
280,2023-06-13 09:48:45,280,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
281,2023-06-13 10:00:42,281,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
282,2023-06-13 11:27:36,282,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
283,2023-06-13 11:55:31,283,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
284,2023-06-13 12:58:22,284,6.778447586,0.265625,LowCon,0.039186701,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
285,2023-06-13 13:11:27,285,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
286,2023-06-13 13:46:45,286,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
287,2023-06-13 14:06:21,287,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
288,2023-06-13 15:34:24,288,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
289,2023-06-13 15:47:49,289,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
290,2023-06-13 16:01:19,290,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
291,2023-06-13 16:49:50,291,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
292,2023-06-13 16:56:12,292,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
293,2023-06-13 17:31:57,293,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
294,2023-06-13 19:12:11,294,0,2.109375,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
295,2023-06-13 22:30:56,295,0.399948191,1.5859375,LowCon,3.965357348,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
296,2023-06-13 22:32:16,296,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
297,2023-06-13 23:12:46,297,0.652378109,2.1171875,LowCon,3.24533805,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
298,2023-06-13 23:18:23,298,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
299,2023-06-13 23:19:54,299,0.389214089,0.5234375,LowCon,1.344857533,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
300,2023-06-13 23:21:58,300,0.397473749,2.640625,LowCon,6.643520497,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
301,2023-06-13 23:40:21,301,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
302,2023-06-13 23:47:02,302,0.656398287,1.8515625,LowCon,2.820791182,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
303,2023-06-13 23:48:22,303,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
304,2023-06-14 00:09:04,304,1.218030641,5.2890625,MedCon,4.342306608,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
305,2023-06-14 00:14:07,305,6.267107889,1.8515625,LowCon,0.2954413,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
306,2023-06-14 02:29:49,306,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
307,2023-06-14 04:24:10,307,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
308,2023-06-14 06:13:31,308,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
309,2023-06-14 06:34:25,309,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
310,2023-06-14 07:08:53,310,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
311,2023-06-14 07:27:13,311,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
312,2023-06-14 07:38:57,312,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
313,2023-06-14 07:49:26,313,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
314,2023-06-14 08:19:08,314,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
315,2023-06-14 08:33:08,315,0,1.84375,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
316,2023-06-14 09:03:02,316,3.366700412,2.90625,LowCon,0.863233922,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
317,2023-06-14 09:12:08,317,5.386444998,0.796875,LowCon,0.147940803,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
318,2023-06-14 09:16:56,318,4.153941623,3.171875,LowCon,0.763581987,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
319,2023-06-14 09:23:48,319,0.697900189,1.578125,LowCon,2.261247418,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
320,2023-06-14 09:27:31,320,0.449136092,2.6484375,LowCon,5.896737203,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
321,2023-06-14 09:37:34,321,0,0.5234375,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
322,2023-06-14 09:43:54,322,0.55458602,1.5859375,LowCon,2.85967811,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
323,2023-06-14 10:18:50,323,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
324,2023-06-14 10:25:33,324,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
325,2023-06-14 10:43:05,325,7.181926844,0.265625,LowCon,0.0369852,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
326,2023-06-14 10:46:14,326,0.647278567,4.2265625,LowCon,6.529742705,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
327,2023-06-14 10:56:39,327,0.26541216,0.53125,LowCon,2.001603842,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
328,2023-06-14 11:03:25,328,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
329,2023-06-14 11:06:28,329,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
330,2023-06-14 11:18:43,330,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
331,2023-06-14 11:24:55,331,0.457451749,0.2578125,LowCon,0.56358403,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
332,2023-06-14 11:45:15,332,0,3.4375,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
333,2023-06-14 11:54:53,333,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
334,2023-06-14 11:58:06,334,3.314735441,1.5859375,LowCon,0.478450702,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
335,2023-06-14 12:09:28,335,7.955180438,3.6953125,LowCon,0.464516491,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
336,2023-06-14 12:18:15,336,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
337,2023-06-14 12:37:11,337,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
338,2023-06-14 12:46:55,338,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
339,2023-06-14 12:54:21,339,0.292540318,1.3203125,LowCon,4.513266788,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
340,2023-06-14 13:09:03,340,0.386967186,0.265625,LowCon,0.686427712,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
341,2023-06-14 13:12:35,341,0.697731748,2.109375,LowCon,3.02318908,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
342,2023-06-14 13:20:12,342,0.307169989,0.265625,LowCon,0.864749193,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
343,2023-06-14 13:21:03,343,2.031641821,1.5859375,LowCon,0.780618652,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
344,2023-06-14 13:23:23,344,30.77346802,1.8515625,LowCon,0.060167496,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
345,2023-06-14 13:27:42,345,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
346,2023-06-14 13:36:17,346,0.554622603,1.5859375,LowCon,2.859489483,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
347,2023-06-14 13:41:32,347,0,0.2578125,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
348,2023-06-14 13:42:24,348,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
349,2023-06-14 14:05:22,349,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
350,2023-06-14 14:11:13,350,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
351,2023-06-14 15:08:38,351,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
352,2023-06-14 16:09:09,352,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
353,2023-06-14 17:13:43,353,6.93427446,0.265625,LowCon,0.038306098,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
354,2023-06-14 17:15:12,354,0,0.53125,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
355,2023-06-14 17:42:54,355,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
356,2023-06-14 18:10:35,356,0,1.84375,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
357,2023-06-14 18:15:16,357,25.28970603,2.90625,LowCon,0.114918299,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
358,2023-06-14 18:20:28,358,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
359,2023-06-14 18:21:39,359,0,2.1171875,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
360,2023-06-14 18:24:49,360,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
